ID,Value,C,D,E,F,G,H,I
01007,1007,PSOE,29.98,23.9,13,16.35,6.71,8.81
03053,3053,PP,21.37,33.21,16.97,11.72,7.94,6.96
03070,3070,PP,12.12,47.32,27.51,1.17,8.86,1.63
03054,3054,PP,17.76,38.39,19.5,7.83,7.33,8.07
10017,10017,PP,19.35,38.89,15.05,9.5,9.86,5.56
19029,19029,PSOE,40.38,15.14,12.74,16.59,7.45,4.33
14083,14083,PSOE,32.45,13.64,17.42,21.09,6.82,6.06
15069,15069,PSOE,26.15,25.98,18.2,11.72,10.33,5
03049,3049,PP,24.1,35.09,16.71,10.11,7.3,5.1
03050,3050,PP,21.67,31.65,17.78,10.09,9.75,6.42
03051,3051,PP,19.25,33.48,16.81,10.2,9.63,8.19
03056,3056,PP,24.25,30.12,17.77,9.34,9.19,7.38
03055,3055,PP,25.2,27.18,12.3,10.71,12.3,10.32
14082,14082,PSOE,39.81,14.12,15.74,17.36,5.79,4.86
01119,1119,PSOE,24.87,20.1,14.57,19.85,8.79,10.55
03090,3090,PP,19.59,40.32,15.78,8.41,9.22,5.41
03093,3093,PP,12.19,47.95,15.95,7.29,10.14,5.24
01006,1006,PP,24.41,25.03,11.43,17.51,8.44,11.12
03057,3057,PP,19.27,39.3,15.33,8.35,9.86,6.07
03058,3058,PP,24.26,34.82,17.26,7.59,8.04,6.55
03045,3045,PP,24.18,34.34,15.8,9.2,9.34,5.63
03059,3059,PP,20.96,33.83,16.92,8.53,11.08,6.44
01072,1072,PP,23.21,30.25,15.19,12.96,9.14,7.41
03069,3069,PP,10.58,42.5,26.92,6.35,10,2.88
03091,3091,PP,19.7,38.71,17.87,7.85,10.46,4.36
01118,1118,PSOE,26.63,24.65,12.18,13.03,9.63,12.46
15179,15179,PSOE,28.99,25,13.29,15.1,8.82,7
20112,20112,PP,22.35,24.73,20.04,12.98,11.54,6.06
03063,3063,PP,17.53,39.39,18.4,7.79,9.96,5.19
03061,3061,PP,23.16,27.16,17.89,10.11,11.79,8
01117,1117,PSOE,26.69,23.83,16.8,15.23,6.51,8.72
20043,20043,PSOE,35.73,17.17,18.16,17.17,4.39,4.99
03060,3060,PP,22.82,33.11,14.77,11.86,8.95,6.49
20042,20042,PSOE,36.32,18.42,13.95,16.05,8.42,5
03047,3047,PP,16.46,35.96,21.21,8.79,9.09,6.87
20055,20055,Empate,25.87,25.87,15.27,12.61,10.69,7.95
01004,1004,PP,23.72,27.9,16.04,13.48,9.3,7.95
03046,3046,PP,16.92,40.34,20.17,5.81,10.26,5.13
15177,15177,PSOE,32.71,24.77,13.43,13.67,7.71,5.84
15181,15181,PSOE,30.29,24.66,15.52,9.01,12.27,6.76
03048,3048,PP,20.35,32.33,21.61,8.2,9.15,6.62
01074,1074,PSOE,26.88,22.68,14.01,16.31,6.62,10.19
03064,3064,PP,13.57,42.78,20.87,5.39,10.61,5.39
20111,20111,PSOE,28.76,15.76,14.87,18.79,10.33,8.37
09012,9012,PP,23.44,28.65,14.58,14.32,8.85,8.59
03066,3066,PP,18.3,36.98,19.62,8.3,10.19,4.91
03073,3073,PP,18.05,30.87,23.67,10.55,8.48,6.9
03067,3067,PP,18.1,45.44,16.78,5.68,7.93,4.23
20059,20059,PSOE,41.43,16.11,14.32,15.35,5.37,4.86
20044,20044,PSOE,39.49,14.34,14.34,18.86,5.89,5.5
20114,20114,PSOE,28.28,21.85,16.11,13.28,11.05,8.31
15066,15066,PSOE,31.59,29.19,11.76,15.25,7.84,3.49
01116,1116,PSOE,25.89,20.49,12.33,17.1,7.4,14.18
20041,20041,PSOE,41.81,15.78,12.82,15.98,5.72,6.51
15008,15008,PSOE,31.07,24.93,15.4,16.13,4.49,5.59
04002,4002,PP,11.99,55.84,23.34,1.26,5.68,0.95
09013,9013,Empate,26.24,26.24,13.27,15.08,9.65,7.54
01076,1076,PSOE,31.85,19.31,10.4,13.04,8.09,14.03
04043,4043,PP,22.55,33.76,15.54,10.16,10.86,4.67
15068,15068,PSOE,32.32,22.56,14.02,14.15,10.24,5.73
15006,15006,PSOE,31.04,18.16,14.64,16.98,9.08,6.88
09011,9011,PP,24.13,27.21,11.3,15.15,10.65,10.14
01077,1077,PSOE,30.32,19.89,9.32,15.99,9.87,12.24
20040,20040,PSOE,33.63,22.48,15.29,14.93,5.94,5.76
01003,1003,PSOE,26.78,25.84,15.83,14.32,6.87,6.87
04003,4003,PP,12.47,47.48,23.19,3.72,9.19,2.63
04042,4042,PP,11.89,45.33,23.67,4.89,9.56,3.11
04001,4001,PP,10.42,48.3,23.45,3.41,7.62,4.21
20058,20058,PSOE,38.43,20.2,14.12,14.9,5.29,5.49
04041,4041,PP,19.57,35.49,17.58,9.12,10.95,5.97
04040,4040,PP,14.08,42.05,20.52,4.23,12.47,5.23
01115,1115,PSOE,24.03,21.9,15.7,17.44,6.78,12.21
04018,4018,PP,15.41,38.51,20.98,8.1,10.09,4.52
01001,1001,PP,26.3,26.45,12.69,11.16,9.94,11.47
04017,4017,PP,17.09,41.07,21.17,4.59,9.31,5.23
09084,9084,PP,19.71,32.62,14.7,14.34,8.24,8.24
01002,1002,PSOE,26.9,20.46,10.34,19.54,6.21,14.25
15009,15009,PSOE,34.72,19.17,14.42,18.98,4.74,4.74
20046,20046,PSOE,44.17,11.11,15.18,14.09,5.69,7.59
01075,1075,PSOE,27.86,22.06,12.44,15.75,8.13,11.61
04013,4013,PP,11.29,51.55,20.04,3.28,10.2,2
04046,4046,PP,20.14,35.13,17.1,10.54,10.77,4.68
04037,4037,PP,22.01,34.17,17.61,8.39,12.79,3.56
20039,20039,PSOE,29.88,25.43,11.85,16.79,9.88,4.2
15010,15010,PSOE,30.45,21.26,14.96,17.06,7.61,7.09
01114,1114,PSOE,27.55,15.63,9.4,24.37,6.09,14.83
15003,15003,PSOE,31.4,28.86,10.89,12.7,8.71,5.26
01095,1095,PSOE,31.91,15.61,10.64,19.89,7.04,12.57
01096,1096,PSOE,27.03,22.25,11.23,19.75,7.9,11.02
04045,4045,PP,24.94,31.03,13.68,11.03,9.54,7.01
15067,15067,PSOE,38.13,27.34,10,9.53,5.94,6.56
15018,15018,PSOE,33.25,27.59,12.26,12.97,6.84,6.13
20056,20056,PSOE,33.99,18.48,12.13,18.19,7.76,8.6
20047,20047,PSOE,43.73,10.29,12.86,19.77,3.7,6.59
01113,1113,PSOE,28.76,17.63,10.39,20.04,7.79,13.91
01112,1112,PSOE,24.48,22.96,11.95,17.84,9.49,11.39
15017,15017,PSOE,32.95,24.77,14.77,12.05,8.86,4.55
15012,15012,PSOE,34.58,17.4,14.32,17.4,7.27,5.51
04038,4038,PP,24.88,35.28,17.24,6.67,9.11,5.53
04048,4048,PP,26.06,31.38,15.96,7.98,10.46,6.03
01073,1073,PP,18.47,35.71,16.92,8.98,11.35,6.5
04015,4015,PP,15.04,45.26,21.14,4.2,10.57,2.57
04039,4039,PP,16.46,39.45,22.15,6.75,9.7,3.38
04019,4019,PP,16.79,44.11,20.8,2.01,11.53,2.51
15011,15011,PSOE,38.46,16.53,10.15,17.51,6.06,7.36
20106,20106,PSOE,27.69,19.78,15.51,14.28,11.68,8.65
20103,20103,PSOE,30.06,19.04,12.21,14,12.21,9.42
15016,15016,PSOE,34.95,20,12.82,15.15,7.57,6.99
04014,4014,PP,11.62,46.63,22.67,2.01,13.06,2.58
01081,1081,PSOE,28.45,23.01,10.24,12.9,8.09,15.04
04012,4012,PP,12.95,51.24,24.38,1.93,7.44,1.24
15019,15019,PSOE,32.95,27.46,13.73,12.81,5.72,5.72
04047,4047,PP,26.14,30.43,13.97,8.71,12.03,7.05
04004,4004,PP,5.84,54.98,25.95,1.89,9.79,1.03
01097,1097,PSOE,32.17,14.76,6.27,21.73,6.96,14.76
15026,15026,PSOE,33.18,25.41,13.65,14.35,6.35,5.41
20050,20050,PSOE,33.94,15.26,14.81,21.87,5.47,6.38
01079,1079,PSOE,27.38,26.57,10.49,13.08,9.81,10.76
04049,4049,PP,25.93,27.78,18.25,10.05,9.79,5.16
01098,1098,PSOE,28.25,15.25,10.05,23.22,7.97,12.65
09001,9001,PP,23.78,26.15,13.29,18.74,5.73,9.93
04036,4036,PP,14.68,37.39,24.31,6.19,11.7,4.36
04032,4032,PP,23.82,34.61,14.61,8.31,12.58,4.04
04044,4044,PP,24.67,30.31,16.37,9.18,9.62,7.41
04031,4031,PP,12.12,42.8,22.92,6.44,10.42,3.41
20035,20035,PSOE,39.5,15,16,15.25,6.25,4.5
01111,1111,PSOE,25.97,24.42,11.82,15.7,9.11,11.43
15065,15065,PSOE,30,26.74,11.28,14.19,8.26,6.86
01099,1099,PSOE,29.34,14.98,10.41,22.4,8.36,11.99
04020,4020,PP,13.62,42.02,22.07,7.98,8.69,4.23
04021,4021,PP,16.39,38.45,19.96,6.09,12.82,4.62
15020,15020,PSOE,32.54,22.78,14.75,13.45,7.16,7.38
04016,4016,PP,13.62,44.31,23.41,3.57,9.13,4.1
01094,1094,PSOE,32.18,16.44,8.56,21.55,6.35,12.43
15027,15027,PSOE,23.38,23.16,16.02,19.05,9.31,7.36
20049,20049,PSOE,36.99,13.55,15.05,20.22,5.81,5.38
01082,1082,PSOE,28.62,22.85,13.43,13.55,9.66,9.78
15013,15013,PSOE,31.08,17.79,10.84,26.58,5.93,6.34
20051,20051,PSOE,36.89,17.72,16.5,11.17,8.98,5.83
20048,20048,PSOE,45.3,11.39,15.84,14.36,4.7,5.69
01101,1101,PSOE,29.9,13.4,7.68,27.45,8.82,10.29
09014,9014,PP,22.21,27.61,20.48,12.61,8.87,6.67
15015,15015,PSOE,35.31,31.36,8.76,13.84,5.37,3.95
20104,20104,PSOE,26.83,21.84,14.06,13.35,14.52,7.06
20036,20036,PSOE,43.83,13.12,15.75,15.22,4.99,3.94
04051,4051,PP,22.86,27.21,15.65,11.56,12.38,9.12
04005,4005,PP,8.81,53.82,24.46,2.35,7.83,1.76
04053,4053,PP,23.97,31.4,15.84,9.37,10.06,7.58
15021,15021,PSOE,41.83,22.06,14.61,8.6,8.88,2.01
01100,1100,PSOE,28.13,17.58,7.65,23.09,7.19,14.83
01084,1084,PP,22.42,35.92,17.72,8.8,7.75,5.87
01110,1110,PSOE,29.3,19.38,11.67,17.62,9.03,10.79
09015,9015,PP,22.26,32.63,19.26,7.98,10.08,6.79
15002,15002,PP,27.51,31.98,14.07,10.45,7.68,4.69
15028,15028,PP,21.74,37.75,15.81,10.87,6.72,5.34
04050,4050,PSOE,31.32,22.37,17.89,10.26,9.74,5.53
15070,15070,PSOE,28.49,28.13,12.53,12.03,9.88,6.51
04035,4035,PP,20,34.01,19.76,7.54,12.22,5.51
15061,15061,PSOE,31.18,26.15,11.93,13.79,9.2,6.32
15025,15025,PSOE,28.43,26.61,12.04,15.41,9.8,4.9
04052,4052,PP,19.94,32.44,13.54,13.24,11.61,6.7
04033,4033,PP,15.48,40.25,22.76,8.36,8.67,3.25
20102,20102,PSOE,29.23,23.77,14.5,15.74,8.26,7.25
15060,15060,PSOE,35.77,19.51,13.62,15.24,8.94,5.08
15005,15005,PSOE,27,26.8,13.6,16.4,7,7.2
20062,20062,PSOE,33.04,25.35,12.24,14.73,7.91,4.66
20115,20115,PSOE,30.38,20.99,16.34,14.35,10.15,5.8
04030,4030,PP,12.83,45.16,23.52,5.16,8.93,3.14
15071,15071,PSOE,34.87,17.99,13.69,18.31,6.37,5.57
04026,4026,PP,16.26,39.23,22.76,4.88,12.6,2.44
15062,15062,PSOE,28,23.45,15.53,14.43,10.35,5.88
15059,15059,PSOE,32.85,19.46,13.63,17.27,8.76,6.33
04025,4025,PP,13.75,42.56,23.92,3.58,11.11,3.77
01109,1109,PSOE,27.49,19.93,7.93,18.45,10.89,12.36
04011,4011,PP,12.7,46.92,25.76,3.14,7.74,2.06
20053,20053,PSOE,41.52,14.83,11.39,18.27,4.74,6.88
01104,1104,PSOE,25.57,15.73,7.41,23.75,10.29,15.73
20034,20034,PSOE,40.05,11.78,11.78,18.59,5.24,8.38
15029,15029,PP,28.5,30.46,13.19,12.38,8.31,5.7
04010,4010,PP,6,49.65,30.95,2.54,7.85,2.54
01093,1093,PSOE,31.15,18.72,8.56,22.19,5.61,11.5
20016,20016,PSOE,39.6,18.21,13.87,14.16,4.34,6.07
20033,20033,PSOE,40.15,14.21,13.22,20.2,6.48,4.24
04007,4007,PP,10.47,50.93,25.11,3.44,7.17,1.87
15014,15014,PSOE,34.42,21.92,12.84,17.12,7.19,3.25
09016,9016,PP,21.27,35.39,12.92,11.93,8.55,7.16
09018,9018,PP,15.18,43.23,20.13,4.73,9.79,5.28
15022,15022,PSOE,34.81,20.99,11.77,15.87,8.19,6.48
01087,1087,PP,19.47,36.84,16.05,7.76,11.84,6.97
15074,15074,PSOE,34.28,22.5,13.14,12.83,8.83,6.73
20015,20015,PSOE,39.34,15.57,10.66,18.31,8.2,6.28
15058,15058,PSOE,34.95,22.52,10.81,17.48,5.95,6.67
01102,1102,PSOE,26.5,19.56,9.15,26.18,5.52,10.09
09004,9004,PSOE,24.65,22.08,13.08,18.54,7.07,11.47
20014,20014,PSOE,32.55,21.14,16.11,19.13,5.03,2.01
07075,7075,PP,14.95,48.5,20.27,2.66,9.14,3.82
20032,20032,PSOE,38.12,16.85,15.75,17.96,6.91,2.49
04034,4034,PP,18.86,37.71,19.39,6.36,10.91,5.3
09017,9017,PP,20.92,33.67,21.06,6.45,9.46,6.3
01088,1088,PP,22.19,31.12,13.87,10.48,10.32,9.86
04029,4029,PP,13.41,46.71,20.24,3.88,10.47,3.41
20109,20109,PSOE,29.59,15.02,16.04,20.46,9.77,6.73
04028,4028,PP,22.03,36.92,18.15,7.51,9.76,3.88
04057,4057,PP,22.32,29.52,19.53,10.43,9.25,7.78
04027,4027,PP,21.44,35.11,20.05,6.37,11.01,4.98
09020,9020,PP,15.94,38.35,20.84,5.78,11.21,6.13
04024,4024,PP,21,34.74,22.66,7.55,8.16,3.47
09009,9009,PSOE,26.33,23.51,14.73,15.52,8.62,9.25
04023,4023,PP,17.37,38.52,23.35,6.19,9.18,4.59
01092,1092,PSOE,28.31,17.4,8.82,22.04,8.82,12.06
15057,15057,PSOE,32.55,26.13,12.36,14.55,7.82,5.16
01105,1105,PSOE,28.71,15.4,7.21,22.33,8.88,15.67
15023,15023,PSOE,35.8,19.85,13.32,15.08,8.29,6.16
04009,4009,PP,5.44,61,22.77,1.7,6.71,1.87
20110,20110,PSOE,25.21,23.85,15.17,12.98,11.77,8.38
20018,20018,PSOE,43.42,12.93,15.24,14.09,7.39,3.7
20031,20031,PSOE,40.55,16.17,11.62,18.68,5.92,4.78
01089,1089,PSOE,26.89,25.91,13.26,13.5,10.95,8.03
04055,4055,PP,20.65,37.94,15.05,7.38,12.34,4.67
04008,4008,PP,13.33,45.79,23.51,2.81,10.35,1.75
04056,4056,PP,22.07,40.02,15.16,6.91,9.59,4.91
20064,20064,PSOE,29.32,24.59,16.78,14.01,7.33,5.21
01090,1090,PP,23.09,25.83,12.72,15.85,10.76,10.18
04054,4054,PP,19.97,37.29,16.43,7.59,13.53,4.05
20013,20013,PSOE,43.5,16.31,10.88,13.9,5.14,6.04
20006,20006,PSOE,35.51,20.79,12.15,14.25,10.51,4.91
15024,15024,PSOE,32.08,24.53,11.84,16.64,8.06,5.66
15075,15075,PSOE,35.76,25.94,11.64,11.52,6.67,6.18
04006,4006,PP,10.47,55.23,21.71,2.71,6.01,3.1
09006,9006,PSOE,25.94,22.57,14.65,15.45,11.09,8.12
20063,20063,PSOE,33.87,20,11.29,19.26,8.96,4.66
04105,4105,PP,15.25,40.91,20.38,6.45,11.58,4.55
01108,1108,PSOE,26.49,26.23,11.56,17.4,6.23,10.39
15054,15054,PSOE,29.5,26.89,14.36,15.4,6.4,5.87
04058,4058,PP,20.1,37.53,12.09,10.31,12.09,5.73
01091,1091,PSOE,29.32,21.91,9.23,19.11,8.07,10.38
20107,20107,PSOE,28.69,16.67,16.08,15.34,13.86,7.89
07076,7076,PP,13.17,51.78,20.46,1.6,8.19,3.2
09021,9021,PP,18.52,42.32,18.37,5.72,8.58,5.42
15032,15032,PP,26.19,27.64,16.21,11.43,9.7,7.96
01103,1103,PP,19.34,31.33,17.63,12.36,9.55,7.71
04109,4109,PP,16.21,42.77,21.78,5.86,8.3,3.71
09019,9019,PP,14.59,43.96,22.84,4.93,7.44,4.63
04110,4110,PP,16.24,40.75,20.15,8.27,9.77,4.06
09005,9005,PSOE,25.81,19.12,15.49,17.78,8.8,10.9
15030,15030,PP,23.35,34.45,13.81,11.74,9.81,5.16
01106,1106,PP,22.09,31.55,13.85,12.89,7,11.39
15076,15076,PSOE,32.27,28.66,10.83,14.23,5.73,5.52
07073,7073,PP,18.24,41.34,16.27,6.82,8.79,6.82
04061,4061,PP,18.85,38.56,19.93,6.32,10.13,5.23
15042,15042,PSOE,29.46,20.73,13.49,15.67,7.74,9.92
15035,15035,PSOE,29.91,26.53,13.65,14.11,8.59,6.29
07050,7050,PP,22.72,31.18,12.69,14.03,10.02,7.57
15031,15031,PP,21.77,36.99,15.83,9.44,10.05,3.81
20012,20012,PSOE,38.7,12.84,16.67,17.24,5.36,5.94
15041,15041,PSOE,31.48,23.19,12.31,13.73,10.1,6.09
15051,15051,PSOE,31.7,24.2,12.05,15.11,8.18,6.93
09024,9024,PP,15.14,38.59,24.31,5.54,9.59,3.84
07051,7051,PP,24.37,27.59,16.78,9.43,9.43,10.34
15073,15073,PSOE,40,18.67,12.57,13.14,8.38,5.71
20029,20029,PSOE,36.56,17.5,11.38,18.49,6.54,6.4
07078,7078,PP,13.63,44.85,23.45,3.96,9.51,3.17
09022,9022,PP,18.11,40.18,16.89,8.52,9.59,5.48
01107,1107,PP,17.77,35.67,18.03,9.96,8.88,7.54
20007,20007,PSOE,36.73,17.16,14.61,14.88,8.58,5.23
15038,15038,PSOE,27.84,24.34,15.17,15.83,7.31,6.88
20028,20028,PSOE,40.62,19.95,9.98,16.86,4.04,6.18
20113,20113,PSOE,26.93,22.31,14.08,12.85,15.6,6.43
15056,15056,PSOE,28.14,27.87,13.87,13.34,7.66,5.68
07047,7047,PP,21.43,31.2,16.76,12.39,8.45,7.14
07003,7003,PP,20.36,30.91,19.76,12.78,9.06,5.65
15033,15033,PP,29.18,30.21,17.6,7.04,8.8,5.57
09026,9026,PP,22.84,29.43,17.28,12.74,9.66,6.3
15034,15034,PSOE,29.61,23.69,13.44,15.49,8.66,7.06
07001,7001,PP,19.41,35.29,18.24,7.94,9.26,7.35
07056,7056,PSOE,24.14,22.2,13.58,15.52,10.99,10.99
15036,15036,PSOE,26.55,26.34,13.28,13.28,8.57,7.92
15037,15037,PSOE,28.29,27.48,14.47,12.52,8.78,5.85
20009,20009,PSOE,39.05,18.22,11.06,17.35,7.16,5.64
04064,4064,PP,19.31,38.62,17.66,6.89,10.18,6.14
04102,4102,PP,19.81,40.58,16.56,7.31,11.04,4.06
20065,20065,PSOE,31.07,22.73,13.57,15.95,8.89,5.87
09023,9023,PP,23.76,33.71,14.62,10.05,9.64,6.5
07071,7071,PP,18.41,36.66,18.72,7.96,11.08,5.15
15039,15039,PSOE,28.28,26.23,14.07,13.39,10.52,5.33
15081,15081,PSOE,35.63,24.72,14.13,13,6.26,3.69
15079,15079,PSOE,35.21,18.93,15.09,14.79,6.8,7.69
20066,20066,PSOE,31.17,23.58,12.87,15.8,7.51,7.34
09029,9029,PP,12.87,36.83,27.69,6.74,9.43,4.64
04065,4065,PP,20.1,32.62,21.46,6.89,11.17,6.12
15040,15040,PP,27.6,28.96,13.52,13.52,7.38,6.56
07057,7057,PP,24.64,27.03,16.27,10.17,10.17,8.97
15043,15043,PSOE,35.91,22.83,12.91,11.02,8.19,7.72
04115,4115,PP,6.88,57.13,26.85,1.17,6.38,0.59
07080,7080,PP,11.07,47.83,22.27,4.48,9.22,3.95
20022,20022,PSOE,38.3,13.25,11.39,23.4,6.42,4.97
07044,7044,PP,17.38,44.97,16.77,5.03,11.13,3.05
07045,7045,PP,14.89,35.11,18.7,11.07,11.45,6.87
07081,7081,PP,9.06,51.19,25.82,3.85,7.7,1.25
04117,4117,PP,9.84,54.81,21.92,3.8,7.83,0.89
07046,7046,PP,22.74,28.85,12.47,13.94,11.49,8.31
07004,7004,PP,25,29.43,13.3,12.06,10.11,8.33
15083,15083,PSOE,31.36,26.13,11.5,16.2,6.45,5.75
07058,7058,PP,22.4,26.88,13.44,16.47,8.67,10.55
09030,9030,PP,14.83,42.46,23.44,3.95,9.21,4.07
20010,20010,PSOE,34.88,18.26,13.35,17.98,6.54,6.27
07007,7007,PP,21.27,29.09,18.73,14.18,7.27,8
20117,20117,PSOE,27.41,21.36,12.32,14.27,14.27,8.11
15044,15044,PSOE,31.79,28.4,14.4,12.09,8.97,3.26
04103,4103,PP,18.94,36.78,21.39,8.17,9.26,3.68
04101,4101,PP,17.86,39.29,17.86,7.59,10.94,5.13
04100,4100,PP,13.1,49.8,19.35,4.03,6.85,4.23
15113,15113,PP,27.38,28.96,15.71,11.82,9.37,4.61
20026,20026,PSOE,35.91,18.1,12.85,17.66,7.88,5.55
04112,4112,PP,13.19,41.76,24.86,4.81,11.26,2.75
07070,7070,PP,24.35,29.13,17.39,14.06,5.65,8.26
15080,15080,PSOE,39.26,12.89,13.18,20.92,5.44,4.58
04113,4113,PP,13.61,46.79,19.42,5.35,9.33,3.06
07043,7043,PP,23.55,38.02,15.98,5.51,8.95,5.37
07055,7055,PP,17.3,32.23,14.45,14.45,13.27,5.45
15045,15045,PSOE,28.92,27.46,14.22,12.12,9.21,5.17
15115,15115,PP,23.76,31.07,16.45,9.44,10.76,6.4
04120,4120,PP,6.85,54,26.59,2.45,8.32,0.82
15109,15109,PSOE,26.75,26.34,15.46,13.31,9.01,7.12
20003,20003,PSOE,35.95,20.83,13.95,15.52,5.11,5.11
04068,4068,PP,20.37,33.33,18.18,11.28,8.92,5.89
07042,7042,PP,17.11,39.73,18.3,4.61,13.1,5.06
15046,15046,PSOE,31.72,22.48,14.21,13.66,8.55,7.72
20021,20021,PSOE,35.54,14.59,17.77,21.22,5.84,4.51
20017,20017,PSOE,39.6,18.99,13.54,14.55,6.26,4.04
09031,9031,PP,12.89,40.81,21.24,7.16,10.98,4.77
07041,7041,PP,20.38,36.33,12.33,11.8,9.92,8.18
07059,7059,PP,25.11,28.92,15.47,12.78,8.52,7.85
15084,15084,PSOE,32.55,25.48,12.42,12.21,9.85,5.14
15082,15082,PP,27.14,32.16,12.89,12.35,7.87,6.65
15114,15114,PP,25.42,29.45,19.28,10.17,8.26,5.51
15047,15047,PSOE,32.91,25.69,14.44,11.89,4.46,8.7
04067,4067,PP,19.13,33.48,21.88,9.57,9.13,4.93
07010,7010,PP,23.92,31.74,16.43,11.32,7.34,7.18
15116,15116,PP,21.78,30.36,19.73,10.46,9.26,5.66
07006,7006,PP,18.87,36.81,20.33,7.3,10.22,5.32
15112,15112,PSOE,27.27,23.64,16.36,15.76,9.24,6.52
09008,9008,PP,17.25,33.5,19.77,11.46,9.45,7.05
15088,15088,PSOE,36.78,21.59,11.01,13.66,8.15,5.73
07009,7009,PP,23.8,30.4,18.4,9.2,7.6,8.8
07069,7069,PP,22.01,27.29,13.38,13.38,11.09,10.56
15121,15121,PP,27.73,29.6,13.33,10.93,10.67,5.87
15111,15111,PP,23.87,25.16,16.56,14.62,7.53,8.17
15048,15048,PP,27.23,29.67,13.96,14.83,7.85,5.06
04121,4121,PP,8.45,53.45,26.4,3.12,6.5,1.04
09007,9007,PSOE,23.38,22.87,13.48,15.87,10.92,11.95
04119,4119,PP,8.16,57.93,24.13,1.52,5.48,1.98
07060,7060,PP,22.39,32.26,10.82,14.23,11.39,7.02
07068,7068,PP,23.26,33.02,15.5,10.54,9.3,6.98
04069,4069,PP,21.78,32.46,16.34,10.37,10.26,6.6
04071,4071,PP,23.09,26.2,14.73,11.61,13.88,8.36
07085,7085,PP,13.06,52.69,18.33,3.84,7.79,3.07
07038,7038,PP,25.16,29.97,12.73,13.2,8.39,8.7
04070,4070,PP,22.28,28.61,19.53,10.32,9.35,8.12
07084,7084,PP,10.19,52.94,22.53,3.44,7.32,2.44
15120,15120,PP,25.94,28.3,14.86,13.68,10.38,5.66
07039,7039,PSOE,29.27,25.15,13.36,12.97,9.04,8.84
15108,15108,PP,26.18,31.9,16.36,10.63,7.98,5.93
07040,7040,PP,23.66,30.28,13.88,11.36,10.25,8.36
15117,15117,PP,25.71,27.74,21.79,10.19,6.58,5.8
15085,15085,PSOE,29.75,28.6,15.87,11.07,8.1,3.97
15105,15105,PSOE,31.39,22.55,13.45,13.45,7.74,7.88
07011,7011,PP,17.94,33.33,16.44,11.66,10.46,7.92
07012,7012,PP,24.13,32.66,17.4,8.87,8.64,6.96
07008,7008,PP,14.5,41.9,18.8,7.13,9.29,5.78
04099,4099,PP,14.04,43.53,22.71,6.15,7.73,3.79
20073,20073,PSOE,39.52,16.19,10.71,17.86,7.62,4.76
04098,4098,PP,12.81,46.57,22,5.12,9.78,2.68
07086,7086,PP,16.89,38.14,18.6,5.31,13.66,6.26
20122,20122,PP,18.17,32.79,19.09,7.31,15.23,5.69
04097,4097,PP,13.16,46.23,25.52,3.69,7.06,3.53
09028,9028,PP,15.07,38.68,24.28,7.01,8.73,4.89
15119,15119,PSOE,33.03,23.49,11.38,14.5,8.44,7.89
07067,7067,PP,22.73,30.72,13.82,12.6,9.83,7.99
04087,4087,PP,21.72,32.24,16.75,9.67,12.05,5.89
15087,15087,PSOE,40.33,18.93,12.14,13.79,6.79,5.76
04088,4088,PP,24.62,33.45,17.06,10.17,8.4,5.13
07061,7061,PP,24.54,29.13,12.07,13.39,9.06,9.45
07036,7036,PP,24.61,30.07,13.25,11.58,10.91,7.57
15106,15106,PSOE,30.94,27.36,15.31,12.54,8.47,3.09
15118,15118,PP,26.12,26.94,12.24,15.71,11.02,5.31
07035,7035,PP,23.19,27.35,12.91,17.29,9.41,8.1
20074,20074,PSOE,27.74,22.38,12.17,18,9.73,7.79
04127,4127,PP,12.36,48.15,24.54,2.21,7.75,3.32
04072,4072,PP,22.13,32.98,14.47,9.79,11.49,7.23
07034,7034,PSOE,27.54,26.95,14.97,14.01,5.63,8.26
15110,15110,PSOE,29.46,21.29,10.54,20.65,9.25,7.74
07032,7032,PP,24.87,33.29,12.56,10.88,8.29,8.81
15100,15100,PSOE,35.51,25.59,12.53,13.05,5.74,6.01
20118,20118,PP,22.95,24.27,18.41,11.24,14.64,7.08
04089,4089,PP,26.4,30.37,14.95,12.62,7.24,6.54
04073,4073,PP,16.16,42.95,19.31,5.97,9.65,4.12
07016,7016,PP,23.94,27.73,15.19,11.74,11.28,8.17
07087,7087,PP,12.48,43.85,22.99,5.53,8.73,4.99
07088,7088,PP,18.71,37.13,18.71,8.77,10.38,3.95
04118,4118,PP,6.18,54.8,29,2.99,4.26,1.71
07014,7014,PP,17.89,36.48,19.86,10.56,8.87,4.51
07089,7089,PP,22.72,34.14,13.71,12.69,9.26,5.71
15086,15086,PP,26.76,28.21,15.73,12.3,9.04,5.97
07013,7013,PP,17.26,35.08,22.7,8.26,10.32,5.44
15104,15104,PSOE,30.41,23.29,15.34,12.33,7.4,7.4
07065,7065,PP,25.65,34.11,11.32,12.01,6.82,8.19
04093,4093,PP,28.31,30,12.2,11.69,8.98,5.42
15089,15089,PSOE,30.96,25.22,12,13.74,8.17,6.78
07066,7066,PP,25.89,31.39,12.94,11,11.49,5.34
15103,15103,PSOE,31.73,22.43,13.95,14.12,8.47,6.98
07062,7062,PSOE,27.98,23.68,11.59,13.58,10.6,10.76
07028,7028,PP,24.55,30.62,16.54,10.34,8.53,6.59
04090,4090,PP,20.95,32.79,14.97,12.79,9.8,7.07
